Date,Close,High,Low,Open,Volume,price1,pricediff,return,direction,ma10,ma50,stock,profit,wealth,logprice1,logclose,logreturn
2015-01-23,201.29,203.5,198.33,200.29,3442371,206.55,5.260000000000019,0.02613145213373749,1,196.857,,0,0.0,0.0,5.330542513842774,5.3047466543129405,0.025795859529833542
2015-01-26,206.55,208.62,201.05,201.5,3234522,205.98,-0.5700000000000216,-0.0027596223674656094,-1,197.291,,0,0.0,0.0,5.327779076697656,5.330542513842774,-0.002763437145118175
2015-01-27,205.98,208.03,203.3,204.41,2781024,199.37,-6.609999999999985,-0.032090494222740004,-1,197.464,,0,0.0,0.0,5.295162394854736,5.327779076697656,-0.03261668184291988
2015-01-28,199.37,206.368,198.42,206.25,3149606,205.2,5.829999999999984,0.029242112654862738,1,198.132,,0,0.0,0.0,5.323985113296614,5.295162394854736,0.028822718441878337
2015-01-29,205.2,205.98,196.5,201.11,3548106,203.6,-1.5999999999999943,-0.007797270955165665,-1,199.46499999999997,,0,0.0,0.0,5.316157284676367,5.323985113296614,-0.00782782862024689
2015-01-30,203.6,207.47,203.0,203.81,3006959,210.94,7.340000000000003,0.03605108055009825,1,200.518,,0,0.0,0.0,5.351573732848468,5.316157284676367,0.03541644817210088
2015-02-02,210.94,211.9499,203.3,204.0,4149186,218.36,7.420000000000016,0.035175879396985,1,202.305,,0,0.0,0.0,5.386145076913557,5.351573732848468,0.034571344065088994
2015-02-03,218.36,220.37,211.27,213.22,4826244,218.55,0.18999999999999773,0.0008701227331012902,1,204.948,,0,0.0,0.0,5.387014821309323,5.386145076913557,0.0008697443957661477
2015-02-04,218.55,221.479,216.8,218.29,3305377,220.99,2.4399999999999977,0.011164493250972306,1,207.14600000000002,,0,0.0,0.0,5.398117451625214,5.387014821309323,0.011102630315890316
2015-02-05,220.99,225.48,219.638,219.89,3522947,217.36,-3.6299999999999955,-0.0164260826281732,-1,209.083,,0,0.0,0.0,5.3815549651180925,5.398117451625214,-0.01656248650712122
2015-02-06,217.36,223.4,216.5001,222.0,3243931,217.48,0.11999999999997613,0.0005520794994478106,1,210.69,,0,0.0,0.0,5.3821068922777195,5.3815549651180925,0.0005519271596270414
2015-02-09,217.48,217.93,211.99,215.38,3472423,216.29,-1.1899999999999977,-0.005471767518852298,-1,211.783,,0,0.0,0.0,5.37662009980521,5.3821068922777195,-0.005486792472509272
2015-02-10,216.29,220.5,215.0,217.55,5390542,212.8,-3.4899999999999807,-0.016135743677469973,-1,212.814,,0,0.0,0.0,5.360352757467489,5.37662009980521,-0.01626734233772087
2015-02-11,212.8,214.74,207.28,212.2,9769102,202.88,-9.920000000000016,-0.04661654135338353,-1,214.15699999999998,,0,0.0,0.0,5.312614671248861,5.360352757467489,-0.04773808621862852
2015-02-12,202.88,203.0882,193.28,193.57,15649607,203.77,0.8900000000000148,0.004386829652996919,1,213.925,,0,0.0,0.0,5.316991906812845,5.312614671248861,0.004377235563984172
2015-02-13,203.77,205.99,200.91,202.89,6191003,203.77,0.0,0.0,-1,213.942,,0,0.0,0.0,5.316991906812845,5.316991906812845,0.0
2015-02-16,203.77,203.77,203.77,203.77,0,204.35,0.5799999999999841,0.002846346370908299,1,213.225,,0,0.0,0.0,5.319834210010287,5.316991906812845,0.002842303197441609
2015-02-17,204.35,205.7,201.5,202.7,3979647,204.46,0.11000000000001364,0.0005382921458283027,1,211.824,,0,0.0,0.0,5.320372357328868,5.319834210010287,0.0005381473185810393
2015-02-18,204.46,206.17,202.6,204.01,2713598,211.705,7.2450000000000045,0.03543480387361833,1,210.41500000000002,,0,0.0,0.0,5.355193796189734,5.320372357328868,0.03482143886086586
2015-02-19,211.705,212.44,203.75,205.0,5154148,217.11,5.405000000000001,0.02553080938097825,1,209.48650000000004,,0,0.0,0.0,5.380404137546146,5.355193796189734,0.02521034135641287
2015-02-20,217.11,217.6,209.81,210.74,5982089,207.335,-9.775000000000006,-0.04502326009856757,-1,209.46149999999997,,0,0.0,0.0,5.33433584262397,5.380404137546146,-0.046068294922176456
2015-02-23,207.335,218.2,206.33,214.99,8499775,204.11,-3.2249999999999943,-0.015554537342947376,-1,208.44699999999997,,0,0.0,0.0,5.318659064205951,5.33433584262397,-0.015676778418018955
2015-02-24,204.11,207.29,201.7,207.29,6603560,203.76,-0.35000000000002274,-0.001714761648131021,-1,207.22899999999998,,0,0.0,0.0,5.316942830671201,5.318659064205951,-0.0017162335347498114
2015-02-25,203.76,207.14,202.58,204.94,3909520,207.19,3.430000000000007,0.016833529642716956,1,206.325,,0,0.0,0.0,5.333636246672391,5.316942830671201,0.01669341600119001
2015-02-26,207.19,211.09,202.22,203.95,6472855,203.34,-3.8499999999999943,-0.01858197789468601,-1,206.756,,0,0.0,0.0,5.314879454847015,5.333636246672391,-0.018756791825376595
2015-02-27,203.34,208.55,202.8,207.0,3882084,197.325,-6.015000000000015,-0.02958099734434944,-1,206.71300000000002,,0,0.0,0.0,5.284852115594466,5.314879454847015,-0.030027339252548302
2015-03-02,197.325,203.34,195.825,202.7,7922065,199.56,2.2350000000000136,0.011326491828202273,1,206.0685,,0,0.0,0.0,5.296114942992837,5.284852115594466,0.01126282739837059
2015-03-03,199.56,200.2435,195.32,196.81,4432329,202.435,2.875,0.014406694728402485,1,205.5895,,0,0.0,0.0,5.310418847364709,5.296114942992837,0.014303904371872456
2015-03-04,202.435,202.52,197.21,199.01,4221962,200.63,-1.8050000000000068,-0.008916442314817136,-1,205.387,,0,0.0,0.0,5.301462415692109,5.310418847364709,-0.008956431672600296
2015-03-05,200.63,206.19,200.15,202.85,4877015,193.88,-6.75,-0.03364402133280168,-1,204.2795,,0,0.0,0.0,5.267239410977175,5.301462415692109,-0.03422300471493411
2015-03-06,193.88,200.75,192.151,199.21,6712438,190.88,-3.0,-0.015473488755931504,-1,201.9565,,0,0.0,0.0,5.251644958349606,5.267239410977175,-0.01559445262756931
2015-03-09,190.88,194.49,188.25,194.43,6736724,190.32,-0.5600000000000023,-0.002933780385582577,-1,200.31099999999998,,0,0.0,0.0,5.248706865994702,5.251644958349606,-0.0029380923549036098
2015-03-10,190.32,193.5,187.6,188.4,5579691,193.74,3.420000000000016,0.01796973518285002,1,198.932,,0,0.0,0.0,5.266517053998239,5.248706865994702,0.017810188003537064
2015-03-11,193.74,196.18,191.01,191.15,4974871,191.07,-2.670000000000016,-0.013781356457107544,-1,197.93,205.11810000000003,0,0.0,0.0,5.2526398530513845,5.266517053998239,-0.013877200946854629
2015-03-12,191.07,194.45,189.75,193.75,4149294,188.68,-2.3899999999999864,-0.01250850473648394,-1,196.318,204.49130000000002,0,0.0,0.0,5.240052458416061,5.2526398530513845,-0.012587394635323434
2015-03-13,188.68,191.75,187.32,188.89,5434298,195.7,7.019999999999982,0.037205851176595195,1,194.852,203.87870000000004,0,0.0,0.0,5.27658287440203,5.240052458416061,0.03653041598596918
2015-03-16,195.7,195.91,189.8,192.01,5628783,194.73,-0.9699999999999989,-0.004956566172713331,-1,194.6895,203.5909,0,0.0,0.0,5.271613983713487,5.27658287440203,-0.004968890688543226
2015-03-17,194.73,198.71,193.94,195.28,4894052,200.71,5.980000000000018,0.030709187079546132,1,194.2065,203.2599,0,0.0,0.0,5.301861080171402,5.271613983713487,0.03024709645791468
2015-03-18,200.71,200.88,193.11,194.95,4820936,195.65,-5.060000000000002,-0.025210502715360482,-1,194.034,203.05509999999998,0,0.0,0.0,5.276327348656421,5.301861080171402,-0.025533731514980396
2015-03-19,195.65,204.59,194.53,201.84,8475244,198.08,2.430000000000007,0.012420138001533385,1,193.536,202.7558,0,0.0,0.0,5.288670989496231,5.276327348656421,0.0123436408398101
2015-03-20,198.08,198.99,195.621,197.45,4269467,199.63,1.549999999999983,0.007825121163166311,1,193.956,202.58419999999998,0,0.0,0.0,5.296465653184562,5.288670989496231,0.007794663688330594
2015-03-23,199.63,200.5,197.47,198.48,2631626,201.72,2.0900000000000034,0.010469368331413131,1,194.831,202.53260000000003,0,0.0,0.0,5.306880597208525,5.296465653184562,0.010414944023962924
2015-03-24,201.72,203.79,199.75,201.58,3649860,194.3,-7.4199999999999875,-0.03678366051953196,-1,195.971,202.482,0,0.0,0.0,5.269403356383394,5.306880597208525,-0.03747724082513049
2015-03-25,194.3,198.59,192.7,198.49,5730389,190.405,-3.8950000000000102,-0.02004632012352038,-1,196.027,202.5142,0,0.0,0.0,5.249153382516665,5.269403356383394,-0.02024997386672922
2015-03-26,190.405,194.79,189.7,193.91,4127956,185.0,-5.405000000000001,-0.02838685958877131,-1,195.9605,202.4849,0,0.0,0.0,5.220355825078324,5.249153382516665,-0.028797557438340782
2015-03-27,185.0,189.2899,181.4,189.07,8604947,190.57,5.569999999999993,0.030108108108108073,1,195.59250000000003,202.3235,0,0.0,0.0,5.250019581140284,5.220355825078324,0.029663756061959923
2015-03-30,190.57,192.25,181.8,189.07,10089516,188.77,-1.799999999999983,-0.009445348166028142,-1,195.0795,202.27349999999998,0,0.0,0.0,5.2405293427806425,5.250019581140284,-0.0094902383596418
2015-03-31,188.77,193.76,188.41,193.53,5026569,187.59,-1.1800000000000068,-0.00625099327223609,-1,194.4835,202.2103,0,0.0,0.0,5.2342587302473165,5.2405293427806425,-0.006270612533326059
2015-04-01,187.59,192.3,186.05,188.7,3794621,191.0,3.4099999999999966,0.018177941254864313,1,193.17149999999998,202.0307,0,0.0,0.0,5.25227342804663,5.2342587302473165,0.018014697799313417
2015-04-02,191.0,193.23,190.0,190.23,5010368,191.0,0.0,0.0,-1,192.7065,201.81830000000002,0,0.0,0.0,5.25227342804663,5.25227342804663,0.0
2015-04-03,191.0,191.0,191.0,191.0,0,203.1,12.099999999999994,0.0633507853403141,1,191.99849999999998,201.6125,0,0.0,0.0,5.313698468586339,5.25227342804663,0.06142504053970921
2015-04-06,203.1,207.75,197.5,198.0,12455811,203.25,0.15000000000000568,0.0007385524372230709,1,192.34550000000002,201.54350000000002,0,0.0,0.0,5.31443674842792,5.313698468586339,0.0007382798415811465
2015-04-07,203.25,205.06,201.14,202.5,4347864,207.67,4.4199999999999875,0.0217466174661746,1,192.4985,201.4889,0,0.0,0.0,5.335950281354887,5.31443674842792,0.021513532926967116
2015-04-08,207.67,210.9,205.87,208.2,6303117,210.09,2.420000000000016,0.011653103481485126,1,193.83549999999997,201.65490000000003,0,0.0,0.0,5.347536010335536,5.335950281354887,0.011585728980648469
2015-04-09,210.09,210.37,206.12,208.15,3800225,210.9,0.8100000000000023,0.0038554905040696953,1,195.804,201.7527,0,0.0,0.0,5.351384087484729,5.347536010335536,0.0038480771491933297
2015-04-10,210.9,211.65,209.0,209.85,4067675,209.78,-1.1200000000000045,-0.005310573731626384,-1,198.39399999999998,201.89870000000002,0,0.0,0.0,5.346059362533458,5.351384087484729,-0.005324724951271342
2015-04-13,209.78,213.0,209.05,210.435,3758230,207.46,-2.319999999999993,-0.01105920488130419,-1,200.315,201.8755,0,0.0,0.0,5.334938550003682,5.346059362533458,-0.011120812529775925
2015-04-14,207.46,209.49,205.5,208.57,3025963,207.83,0.37000000000000455,0.001783476332787065,1,202.184,201.6575,1,0.37000000000000455,0.37000000000000455,5.336720437830982,5.334938550003682,0.0017818878272999328
2015-04-15,207.83,209.59,206.6,207.07,1952378,206.7,-1.1300000000000239,-0.005437136120868132,-1,204.20800000000003,201.44310000000002,1,-1.1300000000000239,-0.7600000000000193,5.331268466687723,5.336720437830982,-0.005451971143259016
2015-04-16,206.7,209.17,206.29,207.61,1659059,206.79,0.09000000000000341,0.00043541364296082927,1,205.77800000000002,201.15730000000002,1,0.09000000000000341,-0.6700000000000159,5.33170378556567,5.331268466687723,0.00043531887794756585
2015-04-17,206.79,206.88,203.5,204.99,2469926,205.27,-1.5199999999999818,-0.007350452149523584,-1,207.35700000000003,200.9459,1,-1.5199999999999818,-2.1899999999999977,5.324326185729087,5.33170378556567,-0.0073775998365830375
2015-04-20,205.27,207.85,203.85,206.78,2559251,209.41,4.139999999999986,0.020168558483947902,1,207.57399999999998,200.70170000000002,1,4.139999999999986,1.9499999999999886,5.344294052788061,5.324326185729087,0.019967867058973354
2015-04-21,209.41,210.75,204.31,205.75,3432541,219.44,10.030000000000001,0.04789647103767729,1,208.19,200.5641,1,10.030000000000001,11.97999999999999,5.391078846629348,5.344294052788061,0.04678479384128753
2015-04-22,219.44,221.88,211.69,212.5,7863037,218.6,-0.8400000000000034,-0.0038279256288735117,-1,209.36700000000002,200.69690000000003,1,-0.8400000000000034,11.139999999999986,5.387243575742438,5.391078846629348,-0.003835270886909825
2015-04-23,218.6,221.48,217.1501,218.17,4411184,218.425,-0.17499999999998295,-0.0008005489478498763,-1,210.218,201.01129999999998,1,-0.17499999999998295,10.965000000000003,5.386442706184158,5.387243575742438,-0.0008008695582804037
2015-04-24,218.425,220.8,218.01,220.5,2427843,231.55,13.125,0.060089275495021174,1,210.9705,201.30440000000002,1,13.125,24.090000000000003,5.444795832926761,5.386442706184158,0.0583531267426034
2015-04-27,231.55,238.75,222.0,222.63,11672627,230.48,-1.0700000000000216,-0.004621032174476448,-1,213.14749999999998,201.86,1,-1.0700000000000216,23.019999999999982,5.440164090776273,5.444795832926761,-0.004631742150488449
2015-04-28,230.48,235.5,228.03,234.75,6085379,232.45,1.9699999999999989,0.008547379382158968,1,215.4495,202.3826,1,1.9699999999999989,24.98999999999998,5.448675148136593,5.440164090776273,0.008511057360320429
2015-04-29,232.45,234.97,227.63,230.05,3936077,226.05,-6.399999999999977,-0.02753280275328018,-1,217.9115,202.9424,1,-6.399999999999977,18.590000000000003,5.4207562137406144,5.448675148136593,-0.027918934395978923
2015-04-30,226.05,232.89,225.17,230.35,3911857,226.03,-0.020000000000010232,-8.847600088480526e-05,-1,219.84650000000002,203.22929999999997,1,-0.020000000000010232,18.569999999999993,5.420667733825497,5.4207562137406144,-8.847991511728992e-05
2015-05-01,226.03,231.77,220.405,229.74,5281689,230.51,4.47999999999999,0.01982037782595226,1,221.7705,203.4077,1,4.47999999999999,23.049999999999983,5.440294245443586,5.420667733825497,0.019626511618088927
2015-05-04,230.51,234.73,227.11,228.18,4434596,232.95,2.4399999999999977,0.010585224068370126,1,224.29449999999997,203.8712,1,2.4399999999999977,25.48999999999998,5.450823838262806,5.440294245443586,0.010529592819219502
2015-05-05,232.95,239.5,229.13,237.76,5796873,230.43,-2.519999999999982,-0.010817772054088782,-1,226.6485,204.44800000000004,1,-2.519999999999982,22.97,5.439947128678701,5.450823838262806,-0.010876709584104916
2015-05-06,230.43,234.47,228.2,234.07,5270933,236.8,6.3700000000000045,0.027643969969188057,1,227.7475,204.9814,1,6.3700000000000045,29.340000000000003,5.46721590300985,5.439947128678701,0.027268774331149714
2015-05-07,236.8,237.48,220.25,221.0,9455909,236.61,-0.18999999999999773,-0.0008023648648648553,-1,229.56750000000002,205.5736,1,-0.18999999999999773,29.150000000000006,5.466413216078009,5.46721590300985,-0.0008026869318413787
2015-05-08,236.61,238.4099,233.7,235.96,4668236,239.49,2.8799999999999955,0.012171928489920101,1,231.38600000000002,206.239,1,2.8799999999999955,32.03,5.478511662325817,5.466413216078009,0.012098446247808425
2015-05-11,239.49,242.88,235.31,236.29,5672262,244.74,5.25,0.02192158336464988,1,232.18,207.0823,1,5.25,37.28,5.500196422557522,5.478511662325817,0.021684760231704736
2015-05-12,244.74,246.35,238.19,240.1,6363429,243.18,-1.5600000000000023,-0.006374111301789664,-1,233.60600000000005,207.98590000000002,1,-1.5600000000000023,35.72,5.493801909868272,5.500196422557522,-0.006394512689250398
2015-05-13,243.18,248.3,242.25,247.61,5440165,244.1,0.9199999999999875,0.0037832058557446644,1,234.679,208.8008,1,0.9199999999999875,36.639999999999986,5.497577977398914,5.493801909868272,0.003776067530642635
2015-05-14,244.1,244.89,241.25,244.82,2895936,248.84,4.740000000000009,0.019418271200327773,1,236.484,209.67019999999997,1,4.740000000000009,41.379999999999995,5.516810119646819,5.497577977398914,0.019232142247904704
2015-05-15,248.84,249.4,242.5,243.93,4527563,248.75,-0.09000000000000341,-0.00036167818678670393,-1,238.76500000000001,210.7694,1,-0.09000000000000341,41.28999999999999,5.516448376038702,5.516810119646819,-0.0003617436081171377
2015-05-18,248.75,249.9,246.0,246.86,3353212,247.14,-1.6100000000000136,-0.006472361809045281,-1,240.58900000000003,211.92680000000001,1,-1.6100000000000136,39.67999999999998,5.509954977676045,5.516448376038702,-0.006493398362657388
2015-05-19,247.14,251.0,246.15,248.34,3674231,244.35,-2.789999999999992,-0.011289147851420217,-1,242.00799999999998,213.0632,1,-2.789999999999992,36.889999999999986,5.498601623716164,5.509954977676045,-0.011353353959880685
2015-05-20,244.35,247.74,241.3721,247.12,3755569,245.62,1.2700000000000102,0.005197462656026234,1,243.4,214.07539999999997,1,1.2700000000000102,38.16,5.503785626182238,5.498601623716164,0.005184002466074311
2015-05-21,245.62,246.62,242.3574,243.17,1970643,247.73,2.109999999999985,0.008590505659148217,1,244.282,215.16639999999998,1,2.109999999999985,40.26999999999998,5.512339443412685,5.503785626182238,0.008553817230446903
2015-05-22,247.73,248.6,245.01,245.38,2223089,247.73,0.0,0.0,-1,245.39399999999995,216.3474,1,0.0,40.26999999999998,5.512339443412685,5.512339443412685,0.0
2015-05-25,247.73,247.73,247.73,247.73,0,247.455,-0.27499999999997726,-0.001110079522060216,-1,246.218,217.388,1,-0.27499999999997726,39.995000000000005,5.5112287472959975,5.512339443412685,-0.0011106961166875706
2015-05-26,247.455,252.0,246.5,247.68,3498682,247.43,-0.025000000000005684,-0.00010102846982281903,-1,246.4895,218.4425,1,-0.025000000000005684,39.97,5.5111277137224555,5.5112287472959975,-0.00010103357354207532
2015-05-27,247.43,249.5,245.55,248.51,3408200,251.45,4.019999999999982,0.016247019359010555,1,246.9145,219.37689999999998,1,4.019999999999982,43.98999999999998,5.527244162617974,5.5111277137224555,0.01611644889551833
2015-05-28,251.45,251.8,245.05,247.0,3647283,250.8,-0.6499999999999773,-0.002585006959634032,-1,247.6495,220.49290000000002,1,-0.6499999999999773,43.34,5.524655808758766,5.527244162617974,-0.0025883538592079702
2015-05-29,250.8,252.8677,249.43,250.85,3789283,249.45,-1.3500000000000227,-0.005382775119617315,-1,247.8455,221.5473,1,-1.3500000000000227,41.98999999999998,5.519258494307047,5.524655808758766,-0.005397314451719204
2015-06-01,249.45,251.6,247.47,251.26,2505057,248.35,-1.0999999999999943,-0.0044097013429544776,-1,247.91549999999998,222.5437,1,-1.0999999999999943,40.889999999999986,5.514839041553359,5.519258494307047,-0.004419452753687381
2015-06-02,248.35,249.4,246.3,248.79,2134809,248.99,0.6400000000000148,0.002577008254479625,1,248.03650000000002,223.4763,1,0.6400000000000148,41.53,5.517412735015677,5.514839041553359,0.0025736934623177277
2015-06-03,248.99,250.72,247.01,248.0,1781505,245.92,-3.0700000000000216,-0.012329812442266844,-1,248.50050000000002,224.57010000000002,1,-3.0700000000000216,38.45999999999998,5.505006279790286,5.517412735015677,-0.012406455225391078
2015-06-04,245.92,249.3,245.71,247.5,2453615,249.14,3.219999999999999,0.013093689004554323,1,248.5305,225.68040000000002,1,3.219999999999999,41.67999999999998,5.5180149874579465,5.505006279790286,0.013008707667660602
2015-06-05,249.14,249.7,245.68,246.16,3022026,256.29,7.150000000000034,0.02869872360921584,1,248.67149999999998,226.9632,1,7.150000000000034,48.83000000000001,5.546309615831637,5.5180149874579465,0.028294628373690678
2015-06-08,256.29,258.75,250.31,250.77,5016997,256.0,-0.29000000000002046,-0.0011315306878927013,-1,249.5275,228.2776,1,-0.29000000000002046,48.53999999999999,5.545177444479562,5.546309615831637,-0.0011321713520748844
2015-06-09,256.0,257.74,254.14,255.5,2611146,250.7,-5.300000000000011,-0.020703125000000044,-1,250.38199999999998,229.62220000000002,1,-5.300000000000011,43.23999999999998,5.524257005164247,5.545177444479562,-0.020920439315315065
2015-06-10,250.7,254.0,248.5,251.9,3454453,251.41,0.710000000000008,0.002832070203430427,1,250.709,230.8844,1,0.710000000000008,43.94999999999999,5.527085072612468,5.524257005164247,0.002828067448220395
2015-06-11,251.41,254.37,250.43,253.25,2044058,250.69,-0.7199999999999989,-0.0028638478978560873,-1,250.705,232.09259999999998,1,-0.7199999999999989,43.22999999999999,5.524217116055963,5.527085072612468,-0.002867956556504403
2015-06-12,250.69,253.46,250.21,250.21,1422335,250.38,-0.3100000000000023,-0.0012365870198252913,-1,250.69400000000002,233.2864,1,-0.3100000000000023,42.91999999999999,5.522979763831517,5.524217116055963,-0.0012373522244466528
2015-06-15,250.38,251.28,246.01,249.68,2186175,253.12,2.740000000000009,0.010943366083553036,1,250.78700000000003,234.232,1,2.740000000000009,45.66,5.5338636845792895,5.522979763831517,0.01088392074777289
2015-06-16,253.12,253.44,249.095,250.13,1984678,260.41,7.2900000000000205,0.028800568900126503,1,251.26399999999998,235.2294,1,7.2900000000000205,52.95000000000002,5.562257312054816,5.5338636845792895,0.028393627475526984
2015-06-17,260.41,264.36,252.02,252.17,5512920,261.89,1.4799999999999613,0.005683345493644488,1,252.406,236.28419999999997,1,1.4799999999999613,54.42999999999998,5.567924568272286,5.562257312054816,0.00566725621746933
2015-06-18,261.89,263.46,260.02,261.83,2782703,262.51,0.6200000000000045,0.002367406162892835,1,254.003,237.32019999999997,1,0.6200000000000045,55.04999999999998,5.570289176544168,5.567924568272286,0.0023646082718826733
2015-06-19,262.51,263.8,260.1,262.21,2463013,259.79,-2.7199999999999704,-0.010361510037712737,-1,255.34,238.3524,1,-2.7199999999999704,52.33000000000001,5.55987361234866,5.570289176544168,-0.010415564195508153
2015-06-22,259.79,264.4,255.69,262.15,4561079,267.67,7.8799999999999955,0.030332191385349684,1,255.69,239.35260000000002,1,7.8799999999999955,60.21000000000001,5.5897548785012345,5.55987361234866,0.02988126615257425
2015-06-23,267.67,268.0,258.57,260.31,3870818,265.17,-2.5,-0.009339858781335225,-1,256.857,240.5568,1,-2.5,57.71000000000001,5.580371129740966,5.5897548785012345,-0.009383748760268595
2015-06-24,265.17,267.35,263.72,267.0,2412293,268.79,3.6200000000000045,0.013651619715654125,1,258.304,241.7036,1,3.6200000000000045,61.33000000000001,5.593930405576017,5.580371129740966,0.013559275835050677
2015-06-25,268.79,271.41,265.25,266.49,2849204,267.09,-1.7000000000000455,-0.00632464005357359,-1,260.04200000000003,242.94539999999998,1,-1.7000000000000455,59.62999999999997,5.58758568025369,5.593930405576017,-0.006344725322326994
2015-06-26,267.09,269.11,266.0,269.11,3838434,262.02,-5.069999999999993,-0.01898236549477702,-1,261.682,244.1514,1,-5.069999999999993,54.559999999999974,5.568420836725524,5.58758568025369,-0.0191648435281655
2015-06-29,262.02,265.95,260.7,261.95,3478909,268.26,6.240000000000009,0.023814975956033928,1,262.846,245.2864,1,6.240000000000009,60.79999999999998,5.5919566594739445,5.568420836725524,0.023535822748420365
2015-06-30,268.26,270.92,264.0,264.8,3086935,269.15,0.8899999999999864,0.003317676880638136,1,264.36,246.4634,1,0.8899999999999864,61.68999999999997,5.5952688450069665,5.5919566594739445,0.0033121855330220384
2015-07-01,269.15,272.62,267.8503,271.15,2101224,280.02,10.870000000000005,0.040386401634776165,1,265.23400000000004,247.45759999999999,1,10.870000000000005,72.55999999999997,5.634861029189779,5.5952688450069665,0.03959218418281285
2015-07-02,280.02,282.45,273.31,280.195,7163930,280.02,0.0,0.0,-1,267.04699999999997,248.68600000000004,1,0.0,72.55999999999997,5.634861029189779,5.634861029189779,0.0
2015-07-03,280.02,280.02,280.02,280.02,0,279.72,-0.2999999999999545,-0.001071352046282246,-1,268.798,249.9179,1,-0.2999999999999545,72.26000000000002,5.633789102835666,5.634861029189779,-0.0010719263541130175
2015-07-06,279.72,281.69,276.3,278.88,4121933,267.88,-11.840000000000032,-0.04232804232804244,-1,270.791,250.8813,1,-11.840000000000032,60.41999999999999,5.59053911904185,5.633789102835666,-0.043249983793816504
2015-07-07,267.88,275.2,260.77,275.0,6105126,254.96,-12.919999999999987,-0.04823055099298189,-1,270.812,251.6293,1,-12.919999999999987,47.5,5.541106670109081,5.59053911904185,-0.04943244893276866
2015-07-08,254.96,260.8,254.31,259.32,6221077,257.92,2.960000000000008,0.011609664261060589,1,269.791,252.0795,1,2.960000000000008,50.46000000000001,5.552649459318263,5.541106670109081,0.011542789209181947
2015-07-09,257.92,262.95,256.79,259.08,3334077,259.15,1.2299999999999613,0.004768920595533349,1,268.704,252.7169,1,1.2299999999999613,51.68999999999997,5.557407044635715,5.552649459318263,0.004757585317451962
2015-07-10,259.15,263.0,257.82,262.22,2610858,262.16,3.0100000000000477,0.0116148948485435,1,267.90999999999997,253.3793,1,3.0100000000000477,54.70000000000002,5.568955004390559,5.557407044635715,0.011547959754843795
