Date,Open,High,Low,Close,Adj Close,Volume,price1,pricediff,return,direction,ma10,ma50,stock,profit,wealth,logprice1,logclose,logreturn
2014-12-31,20.4,20.51,19.99,20.049999,19.45927,4157500,20.129999,0.08000000000000185,0.0039900251366597,1,,,0,0.0,0.0,3.0022111899746,2.9982291038772653,0.003982086097334747
2015-01-02,20.129999,20.280001,19.809999,20.129999,19.536913,2842000,19.790001,-0.33999800000000135,-0.016890115096379357,-1,,,0,0.0,0.0,2.985176810145044,3.0022111899746,-0.017034379829556023
2015-01-05,20.129999,20.190001,19.700001,19.790001,19.206934,4948800,19.190001,-0.6000000000000014,-0.030318341065268335,-1,,,0,0.0,0.0,2.9543893621300814,2.985176810145044,-0.030787448014962582
2015-01-06,19.82,19.84,19.17,19.190001,18.624611,4944100,19.139999,-0.050001999999999214,-0.002605627795433633,-1,,,0,0.0,0.0,2.9517803337782027,2.9543893621300814,-0.002609028351878706
2015-01-07,19.33,19.5,19.08,19.139999,18.576082,8045200,19.860001,0.7200020000000009,0.037617661317537215,1,,,0,0.0,0.0,2.9887077089694927,2.9517803337782027,0.03692737519128997
2015-01-08,19.360001,19.98,19.35,19.860001,19.27487,7094500,19.940001,0.0799999999999983,0.004028197178841949,1,,,0,0.0,0.0,2.9927278146841423,2.9887077089694927,0.004020105714649613
2015-01-09,19.93,20.09,19.66,19.940001,19.352512,5238500,19.690001,-0.25,-0.012537612209748637,-1,,,0,0.0,0.0,2.9801109434382345,2.9927278146841423,-0.012616871245907824
2015-01-12,19.99,20.0,19.51,19.690001,19.109879,4768300,19.66,-0.030000999999998612,-0.0015236667585744974,-1,,,0,0.0,0.0,2.9785861147190205,2.9801109434382345,-0.0015248287192139998
2015-01-13,19.84,20.24,19.52,19.66,19.080761,5909700,19.74,0.0799999999999983,0.004069175991861561,1,,,0,0.0,0.0,2.9826470340053355,2.9785861147190205,0.004060919286315023
2015-01-14,19.450001,19.799999,19.4,19.74,19.158401,3881500,19.6,-0.13999999999999702,-0.0070921985815601335,-1,19.7190002,,0,0.0,0.0,2.975529566236472,2.9826470340053355,-0.007117467768863683
2015-01-15,19.879999,20.0,19.59,19.6,19.02253,4723300,19.959999,0.3599989999999984,0.018367295918367263,1,19.674000299999996,,0,0.0,0.0,2.9937302207831165,2.975529566236472,0.018200654546644657
2015-01-16,19.57,19.98,19.51,19.959999,19.371923,4537800,20.02,0.06000099999999975,0.0030060622748528066,1,19.6570003,,0,0.0,0.0,2.9967317738870745,2.9937302207831165,0.003001553103957999
2015-01-20,20.1,20.209999,19.77,20.02,19.430159,3487500,20.299999,0.2799990000000001,0.013985964035964043,1,19.680000200000002,,0,0.0,0.0,3.0106208367866567,2.9967317738870745,0.01388906289958225
2015-01-21,19.91,20.35,19.77,20.299999,19.701904000000003,3619500,20.65,0.3500009999999989,0.017241429420760016,1,19.791,,0,0.0,0.0,3.027715319407042,3.0106208367866567,0.017094482620385154
2015-01-22,20.34,20.709999,20.129999,20.65,20.041594,3992800,20.709999,0.059999000000001246,0.002905520581113862,1,19.942000099999998,,0,0.0,0.0,3.0306166271216393,3.027715319407042,0.002901307714597401
2015-01-23,20.67,20.75,20.5,20.709999,20.099825,2976700,20.620001,-0.08999800000000135,-0.004345630340204331,-1,20.0269999,,0,0.0,0.0,3.026261527085418,3.0306166271216393,-0.004355100036221415
2015-01-26,20.620001,20.719999,20.49,20.620001,20.01248,3331000,19.629999,-0.9900019999999969,-0.04801173385006126,-1,20.094999899999998,,0,0.0,0.0,2.9770589573459336,3.026261527085418,-0.049202569739484225
2015-01-27,20.299999,20.32,19.59,19.629999,19.051643,8948700,19.309999,-0.3200000000000003,-0.016301580045928694,-1,20.0889997,,0,0.0,0.0,2.960623044653783,2.9770589573459336,-0.016435912692150723
2015-01-28,19.870001,19.950001,19.299999,19.309999,18.741074,6818200,19.780001,0.47000199999999737,0.024339825185904843,1,20.053999599999997,,0,0.0,0.0,2.984671376750682,2.960623044653783,0.02404833209689894
2015-01-29,19.32,19.889999,19.23,19.780001,19.197226,5883500,19.200001,-0.5799999999999983,-0.02932254654587724,-1,20.0579997,,0,0.0,0.0,2.954910331117068,2.984671376750682,-0.029761045633613925
2015-01-30,19.639999,19.870001,19.17,19.200001,18.634314,7455000,19.620001,0.41999999999999815,0.021874998860677047,1,20.017999800000002,,0,0.0,0.0,2.9765495051056154,2.954910331117068,0.021639173988547533
